id,nom_dept,nom_com,id_com,nom_station,code_station_ue,typologie,nom_poll,id_poll_ue,valeur,unite,metrique,date_debut,date_fin,statut_valid,x,y
2543,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,84,ug.m-3,journaliere,2017/12/05 23:00:00+00,2017/12/06 23:00:00+00,1,652843,6869659
2544,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,68,ug.m-3,journaliere,2017/12/06 23:00:00+00,2017/12/07 23:00:00+00,1,652843,6869659
2545,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,91,ug.m-3,journaliere,2017/12/07 23:00:00+00,2017/12/08 23:00:00+00,1,652843,6869659
2546,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,83,ug.m-3,journaliere,2017/12/08 23:00:00+00,2017/12/09 23:00:00+00,1,652843,6869659
2547,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,67,ug.m-3,journaliere,2017/12/09 23:00:00+00,2017/12/10 23:00:00+00,1,652843,6869659
2548,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,60,ug.m-3,journaliere,2017/12/10 23:00:00+00,2017/12/11 23:00:00+00,1,652843,6869659
2549,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,90,ug.m-3,journaliere,2017/12/11 23:00:00+00,2017/12/12 23:00:00+00,1,652843,6869659
2550,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,70,ug.m-3,journaliere,2017/12/12 23:00:00+00,2017/12/13 23:00:00+00,1,652843,6869659
2551,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,85,ug.m-3,journaliere,2017/12/13 23:00:00+00,2017/12/14 23:00:00+00,1,652843,6869659
2552,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,76,ug.m-3,journaliere,2017/12/14 23:00:00+00,2017/12/15 23:00:00+00,1,652843,6869659
2553,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,66,ug.m-3,journaliere,2017/12/15 23:00:00+00,2017/12/16 23:00:00+00,1,652843,6869659
2554,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,72,ug.m-3,journaliere,2017/12/16 23:00:00+00,2017/12/17 23:00:00+00,1,652843,6869659
2555,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,67,ug.m-3,journaliere,2017/12/17 23:00:00+00,2017/12/18 23:00:00+00,1,652843,6869659
2556,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,86,ug.m-3,journaliere,2017/12/18 23:00:00+00,2017/12/19 23:00:00+00,1,652843,6869659
2557,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,88,ug.m-3,journaliere,2017/12/19 23:00:00+00,2017/12/20 23:00:00+00,1,652843,6869659
2558,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,85,ug.m-3,journaliere,2017/12/20 23:00:00+00,2017/12/21 23:00:00+00,1,652843,6869659
2559,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,94,ug.m-3,journaliere,2017/12/21 23:00:00+00,2017/12/22 23:00:00+00,1,652843,6869659
2560,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,83,ug.m-3,journaliere,2017/12/22 23:00:00+00,2017/12/23 23:00:00+00,1,652843,6869659
2561,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,66,ug.m-3,journaliere,2017/12/23 23:00:00+00,2017/12/24 23:00:00+00,1,652843,6869659
2562,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,54,ug.m-3,journaliere,2017/12/24 23:00:00+00,2017/12/25 23:00:00+00,1,652843,6869659
2563,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,66,ug.m-3,journaliere,2017/12/25 23:00:00+00,2017/12/26 23:00:00+00,1,652843,6869659
2564,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,58,ug.m-3,journaliere,2017/12/26 23:00:00+00,2017/12/27 23:00:00+00,1,652843,6869659
2565,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,97,ug.m-3,journaliere,2017/12/27 23:00:00+00,2017/12/28 23:00:00+00,1,652843,6869659
2566,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,84,ug.m-3,journaliere,2017/12/28 23:00:00+00,2017/12/29 23:00:00+00,1,652843,6869659
2567,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,65,ug.m-3,journaliere,2017/12/29 23:00:00+00,2017/12/30 23:00:00+00,1,652843,6869659
2568,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,47,ug.m-3,journaliere,2017/12/30 23:00:00+00,2017/12/31 23:00:00+00,1,652843,6869659
2569,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,56,ug.m-3,journaliere,2017/12/31 23:00:00+00,2018/01/01 23:00:00+00,1,652843,6869659
2570,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,69,ug.m-3,journaliere,2018/01/01 23:00:00+00,2018/01/02 23:00:00+00,1,652843,6869659
2571,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,63,ug.m-3,journaliere,2018/01/02 23:00:00+00,2018/01/03 23:00:00+00,1,652843,6869659
2572,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,70,ug.m-3,journaliere,2018/01/03 23:00:00+00,2018/01/04 23:00:00+00,1,652843,6869659
2573,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,86,ug.m-3,journaliere,2018/01/04 23:00:00+00,2018/01/05 23:00:00+00,1,652843,6869659
2574,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,85,ug.m-3,journaliere,2018/01/05 23:00:00+00,2018/01/06 23:00:00+00,1,652843,6869659
2575,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,43,ug.m-3,journaliere,2018/01/06 23:00:00+00,2018/01/07 23:00:00+00,1,652843,6869659
2576,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,56,ug.m-3,journaliere,2018/01/07 23:00:00+00,2018/01/08 23:00:00+00,1,652843,6869659
2577,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,72,ug.m-3,journaliere,2018/01/08 23:00:00+00,2018/01/09 23:00:00+00,1,652843,6869659
2578,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,80,ug.m-3,journaliere,2018/01/09 23:00:00+00,2018/01/10 23:00:00+00,1,652843,6869659
2579,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,76,ug.m-3,journaliere,2018/01/10 23:00:00+00,2018/01/11 23:00:00+00,1,652843,6869659
2580,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,74,ug.m-3,journaliere,2018/01/11 23:00:00+00,2018/01/12 23:00:00+00,1,652843,6869659
2581,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,63,ug.m-3,journaliere,2018/01/12 23:00:00+00,2018/01/13 23:00:00+00,1,652843,6869659
2582,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,74,ug.m-3,journaliere,2018/01/13 23:00:00+00,2018/01/14 23:00:00+00,1,652843,6869659
2583,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,62,ug.m-3,journaliere,2018/01/14 23:00:00+00,2018/01/15 23:00:00+00,1,652843,6869659
2584,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,72,ug.m-3,journaliere,2018/01/15 23:00:00+00,2018/01/16 23:00:00+00,1,652843,6869659
2585,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,74,ug.m-3,journaliere,2018/01/16 23:00:00+00,2018/01/17 23:00:00+00,1,652843,6869659
2586,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,78,ug.m-3,journaliere,2018/01/17 23:00:00+00,2018/01/18 23:00:00+00,1,652843,6869659
2587,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,103,ug.m-3,journaliere,2018/01/18 23:00:00+00,2018/01/19 23:00:00+00,1,652843,6869659
2588,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,79,ug.m-3,journaliere,2018/01/19 23:00:00+00,2018/01/20 23:00:00+00,1,652843,6869659
2589,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,74,ug.m-3,journaliere,2018/01/20 23:00:00+00,2018/01/21 23:00:00+00,1,652843,6869659
2590,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,76,ug.m-3,journaliere,2018/01/21 23:00:00+00,2018/01/22 23:00:00+00,1,652843,6869659
2591,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,74,ug.m-3,journaliere,2018/01/22 23:00:00+00,2018/01/23 23:00:00+00,1,652843,6869659
2592,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,52,ug.m-3,journaliere,2018/01/23 23:00:00+00,2018/01/24 23:00:00+00,1,652843,6869659
2593,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,79,ug.m-3,journaliere,2018/01/24 23:00:00+00,2018/01/25 23:00:00+00,1,652843,6869659
2594,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,94,ug.m-3,journaliere,2018/01/25 23:00:00+00,2018/01/26 23:00:00+00,1,652843,6869659
2595,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,76,ug.m-3,journaliere,2018/01/26 23:00:00+00,2018/01/27 23:00:00+00,1,652843,6869659
2596,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,70,ug.m-3,journaliere,2018/01/27 23:00:00+00,2018/01/28 23:00:00+00,1,652843,6869659
2597,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,80,ug.m-3,journaliere,2018/01/28 23:00:00+00,2018/01/29 23:00:00+00,1,652843,6869659
2598,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,78,ug.m-3,journaliere,2018/01/29 23:00:00+00,2018/01/30 23:00:00+00,1,652843,6869659
2599,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,72,ug.m-3,journaliere,2018/01/30 23:00:00+00,2018/01/31 23:00:00+00,1,652843,6869659
2600,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,94,ug.m-3,journaliere,2018/01/31 23:00:00+00,2018/02/01 23:00:00+00,1,652843,6869659
2601,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,84,ug.m-3,journaliere,2018/02/01 23:00:00+00,2018/02/02 23:00:00+00,1,652843,6869659
2602,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,92,ug.m-3,journaliere,2018/02/02 23:00:00+00,2018/02/03 23:00:00+00,1,652843,6869659
2603,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,52,ug.m-3,journaliere,2018/02/03 23:00:00+00,2018/02/04 23:00:00+00,1,652843,6869659
2604,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,60,ug.m-3,journaliere,2018/02/04 23:00:00+00,2018/02/05 23:00:00+00,1,652843,6869659
2605,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,61,ug.m-3,journaliere,2018/02/05 23:00:00+00,2018/02/06 23:00:00+00,1,652843,6869659
2606,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,59,ug.m-3,journaliere,2018/02/06 23:00:00+00,2018/02/07 23:00:00+00,1,652843,6869659
2607,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,118,ug.m-3,journaliere,2018/02/07 23:00:00+00,2018/02/08 23:00:00+00,1,652843,6869659
2608,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,96,ug.m-3,journaliere,2018/02/08 23:00:00+00,2018/02/09 23:00:00+00,1,652843,6869659
2609,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,94,ug.m-3,journaliere,2018/02/09 23:00:00+00,2018/02/10 23:00:00+00,1,652843,6869659
2610,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,79,ug.m-3,journaliere,2018/02/10 23:00:00+00,2018/02/11 23:00:00+00,1,652843,6869659
2611,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,100,ug.m-3,journaliere,2018/02/11 23:00:00+00,2018/02/12 23:00:00+00,1,652843,6869659
2612,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,99,ug.m-3,journaliere,2018/02/12 23:00:00+00,2018/02/13 23:00:00+00,1,652843,6869659
2613,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,90,ug.m-3,journaliere,2018/02/13 23:00:00+00,2018/02/14 23:00:00+00,1,652843,6869659
2614,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,97,ug.m-3,journaliere,2018/02/14 23:00:00+00,2018/02/15 23:00:00+00,1,652843,6869659
2615,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,105,ug.m-3,journaliere,2018/02/15 23:00:00+00,2018/02/16 23:00:00+00,1,652843,6869659
2616,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,91,ug.m-3,journaliere,2018/02/16 23:00:00+00,2018/02/17 23:00:00+00,1,652843,6869659
2617,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,92,ug.m-3,journaliere,2018/02/17 23:00:00+00,2018/02/18 23:00:00+00,1,652843,6869659
2618,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,92,ug.m-3,journaliere,2018/02/18 23:00:00+00,2018/02/19 23:00:00+00,1,652843,6869659
2619,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,75,ug.m-3,journaliere,2018/02/19 23:00:00+00,2018/02/20 23:00:00+00,1,652843,6869659
2620,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,69,ug.m-3,journaliere,2018/02/20 23:00:00+00,2018/02/21 23:00:00+00,1,652843,6869659
2621,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,67,ug.m-3,journaliere,2018/02/21 23:00:00+00,2018/02/22 23:00:00+00,1,652843,6869659
2622,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,75,ug.m-3,journaliere,2018/02/22 23:00:00+00,2018/02/23 23:00:00+00,1,652843,6869659
2623,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,67,ug.m-3,journaliere,2018/02/23 23:00:00+00,2018/02/24 23:00:00+00,1,652843,6869659
2624,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,56,ug.m-3,journaliere,2018/02/24 23:00:00+00,2018/02/25 23:00:00+00,1,652843,6869659
2625,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,57,ug.m-3,journaliere,2018/02/25 23:00:00+00,2018/02/26 23:00:00+00,1,652843,6869659
2626,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,77,ug.m-3,journaliere,2018/02/26 23:00:00+00,2018/02/27 23:00:00+00,1,652843,6869659
2627,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,65,ug.m-3,journaliere,2018/02/27 23:00:00+00,2018/02/28 23:00:00+00,1,652843,6869659
2628,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,61,ug.m-3,journaliere,2018/02/28 23:00:00+00,2018/03/01 23:00:00+00,1,652843,6869659
2629,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,89,ug.m-3,journaliere,2018/03/01 23:00:00+00,2018/03/02 23:00:00+00,1,652843,6869659
2630,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,100,ug.m-3,journaliere,2018/03/02 23:00:00+00,2018/03/03 23:00:00+00,1,652843,6869659
2631,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,93,ug.m-3,journaliere,2018/03/03 23:00:00+00,2018/03/04 23:00:00+00,1,652843,6869659
2632,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,112,ug.m-3,journaliere,2018/03/04 23:00:00+00,2018/03/05 23:00:00+00,1,652843,6869659
2633,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,99,ug.m-3,journaliere,2018/03/05 23:00:00+00,2018/03/06 23:00:00+00,1,652843,6869659
2634,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,89,ug.m-3,journaliere,2018/03/06 23:00:00+00,2018/03/07 23:00:00+00,1,652843,6869659
2635,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,89,ug.m-3,journaliere,2018/03/07 23:00:00+00,2018/03/08 23:00:00+00,1,652843,6869659
2636,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,122,ug.m-3,journaliere,2018/03/08 23:00:00+00,2018/03/09 23:00:00+00,1,652843,6869659
2637,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,105,ug.m-3,journaliere,2018/03/09 23:00:00+00,2018/03/10 23:00:00+00,1,652843,6869659
2638,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,91,ug.m-3,journaliere,2018/03/10 23:00:00+00,2018/03/11 23:00:00+00,1,652843,6869659
2639,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,71,ug.m-3,journaliere,2018/03/11 23:00:00+00,2018/03/12 23:00:00+00,1,652843,6869659
2640,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,86,ug.m-3,journaliere,2018/03/12 23:00:00+00,2018/03/13 23:00:00+00,1,652843,6869659
2641,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,83,ug.m-3,journaliere,2018/03/13 23:00:00+00,2018/03/14 23:00:00+00,1,652843,6869659
2642,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,91,ug.m-3,journaliere,2018/03/14 23:00:00+00,2018/03/15 23:00:00+00,1,652843,6869659
2643,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,90,ug.m-3,journaliere,2018/03/15 23:00:00+00,2018/03/16 23:00:00+00,1,652843,6869659
2644,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,76,ug.m-3,journaliere,2018/03/16 23:00:00+00,2018/03/17 23:00:00+00,1,652843,6869659
2645,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,63,ug.m-3,journaliere,2018/03/17 23:00:00+00,2018/03/18 23:00:00+00,1,652843,6869659
2646,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,80,ug.m-3,journaliere,2018/03/18 23:00:00+00,2018/03/19 23:00:00+00,1,652843,6869659
2647,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,65,ug.m-3,journaliere,2018/03/19 23:00:00+00,2018/03/20 23:00:00+00,1,652843,6869659
2648,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,75,ug.m-3,journaliere,2018/03/20 23:00:00+00,2018/03/21 23:00:00+00,1,652843,6869659
2649,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,101,ug.m-3,journaliere,2018/03/21 23:00:00+00,2018/03/22 23:00:00+00,1,652843,6869659
2650,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,102,ug.m-3,journaliere,2018/03/22 23:00:00+00,2018/03/23 23:00:00+00,1,652843,6869659
2651,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,86,ug.m-3,journaliere,2018/03/23 23:00:00+00,2018/03/24 23:00:00+00,1,652843,6869659
2652,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,82,ug.m-3,journaliere,2018/03/24 23:00:00+00,2018/03/25 22:00:00+00,1,652843,6869659
2653,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,79,ug.m-3,journaliere,2018/03/25 22:00:00+00,2018/03/26 22:00:00+00,1,652843,6869659
2654,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,84,ug.m-3,journaliere,2018/03/26 22:00:00+00,2018/03/27 22:00:00+00,1,652843,6869659
2655,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,82,ug.m-3,journaliere,2018/03/27 22:00:00+00,2018/03/28 22:00:00+00,1,652843,6869659
2656,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,89,ug.m-3,journaliere,2018/03/28 22:00:00+00,2018/03/29 22:00:00+00,1,652843,6869659
2657,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,96,ug.m-3,journaliere,2018/03/29 22:00:00+00,2018/03/30 22:00:00+00,1,652843,6869659
2658,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,91,ug.m-3,journaliere,2018/03/30 22:00:00+00,2018/03/31 22:00:00+00,1,652843,6869659
2659,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,82,ug.m-3,journaliere,2018/03/31 22:00:00+00,2018/04/01 22:00:00+00,1,652843,6869659
2660,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,86,ug.m-3,journaliere,2018/04/01 22:00:00+00,2018/04/02 22:00:00+00,1,652843,6869659
2661,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,94,ug.m-3,journaliere,2018/04/02 22:00:00+00,2018/04/03 22:00:00+00,1,652843,6869659
2662,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,81,ug.m-3,journaliere,2018/04/03 22:00:00+00,2018/04/04 22:00:00+00,1,652843,6869659
2663,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,88,ug.m-3,journaliere,2018/04/04 22:00:00+00,2018/04/05 22:00:00+00,1,652843,6869659
2664,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,82,ug.m-3,journaliere,2018/04/05 22:00:00+00,2018/04/06 22:00:00+00,1,652843,6869659
2665,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,89,ug.m-3,journaliere,2018/04/06 22:00:00+00,2018/04/07 22:00:00+00,1,652843,6869659
2666,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,80,ug.m-3,journaliere,2018/04/07 22:00:00+00,2018/04/08 22:00:00+00,1,652843,6869659
2667,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,100,ug.m-3,journaliere,2018/04/08 22:00:00+00,2018/04/09 22:00:00+00,1,652843,6869659
2668,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,85,ug.m-3,journaliere,2018/04/09 22:00:00+00,2018/04/10 22:00:00+00,1,652843,6869659
