,year,month,week,cc_pays,cc_departement,cc_region,cc_ville,longitude,latitude,NO2,quality,hour_mean,hour_std,dayofweek_mean,dayofweek_std,day_mean,day_std,counter
134,2019,3,10,AG,Undefined,Saint John,Saint John's,-61.92888299999999,17.286081333333332,4.156170633333333e-06,1.0,17.0,0.0,2,0.0,6,0.0,3
135,2019,3,10,AG,Undefined,Saint Mary,Bolands,-62.02578,16.9961442,5.084278110000001e-06,1.0,17.0,0.0,2,0.0,6,0.0,5
136,2019,3,10,AG,Undefined,Saint Paul,Falmouth,-61.8018215,16.84646175,8.362769625e-06,1.0,17.0,0.0,2,0.0,6,0.0,4
137,2019,3,10,AI,Undefined,Undefined,George Hill,-63.2179625,18.1755755,4.1154946500000005e-06,1.0,17.0,0.0,2,0.0,6,0.0,2
138,2019,3,10,AI,Undefined,Undefined,Island Harbour,-62.908166800000004,18.2484696,1.5584265380000001e-06,1.0,17.0,0.0,2,0.0,6,0.0,5
139,2019,3,10,AI,Undefined,Undefined,Stoney Ground,-63.006554,18.227022,-4.0051896e-06,1.0,17.0,,2,,6,,1
140,2019,3,10,AI,Undefined,Undefined,The Farrington,-63.02104,18.1612625,2.38429455e-06,1.0,17.0,0.0,2,0.0,6,0.0,2
141,2019,3,10,AI,Undefined,Undefined,The Valley,-63.164019999999994,18.3096235,4.6821372e-06,1.0,17.0,0.0,2,0.0,6,0.0,2
142,2019,3,10,AM,Undefined,Aragatsotn,Agarak,44.107353,40.458416,8.8606885e-06,0.88,9.0,,2,,6,,1
143,2019,3,10,AM,Undefined,Aragatsotn,Ashnak,43.96843,40.40661,1.4028860999999999e-05,0.78999996,9.0,,2,,6,,1
144,2019,3,10,AM,Undefined,Aragatsotn,Hnaberd,44.1616555,40.514480000000006,8.8868435e-06,0.88,9.0,0.0,2,0.0,6,0.0,2
145,2019,3,10,AM,Undefined,Ararat,Ararat,44.715740000000004,39.82184,2.766787e-05,1.0,9.0,,2,,6,,1
146,2019,3,10,AM,Undefined,Ararat,Arevshat,44.53757,40.04306,2.6351e-05,1.0,9.0,,2,,6,,1
147,2019,3,10,AM,Undefined,Ararat,Aygavan,44.68793,39.883247,2.7232388999999997e-05,1.0,9.0,,2,,6,,1
148,2019,3,10,AM,Undefined,Ararat,Bartsrashen,44.604137,40.067436,2.3250608000000003e-05,1.0,9.0,,2,,6,,1
149,2019,3,10,AM,Undefined,Ararat,Berkanush,44.498585,39.95705,3.4975787e-05,1.0,9.0,,2,,6,,1
150,2019,3,10,AM,Undefined,Ararat,Burastan,44.431000000000004,39.93209,2.9046224999999998e-05,1.0,9.0,,2,,6,,1
151,2019,3,10,AM,Undefined,Ararat,Goravan,44.818963,39.930901000000006,1.6113693000000002e-05,0.94,9.0,0.0,2,0.0,6,0.0,2
152,2019,3,10,AM,Undefined,Ararat,Hovtashat,44.3465,40.116066,4.618432300000001e-05,1.0,9.0,,2,,6,,1
153,2019,3,10,AM,Undefined,Ararat,Masis,44.442333000000005,40.07974,3.723868e-05,1.0,9.0,,2,,6,,1
154,2019,3,10,AM,Undefined,Ararat,Mrgavet,44.470478,40.018387,3.7678823000000005e-05,1.0,9.0,,2,,6,,1
155,2019,3,10,AM,Undefined,Ararat,Noramarg,44.382850000000005,39.950115999999994,3.25428925e-05,1.0,9.0,0.0,2,0.0,6,0.0,2
156,2019,3,10,AM,Undefined,Ararat,Norashen,44.632145,40.006065,2.181861e-05,1.0,9.0,,2,,6,,1
157,2019,3,10,AM,Undefined,Ararat,Noyakert,44.65496066666666,39.727949,2.1856600666666666e-05,1.0,9.0,0.0,2,0.0,6,0.0,3
158,2019,3,10,AM,Undefined,Ararat,Shahumyan,44.59362,39.920326,1.8274468e-05,1.0,9.0,,2,,6,,1
159,2019,3,10,AM,Undefined,Ararat,Sis,44.374645,40.054745000000004,3.1328756e-05,1.0,9.0,,2,,6,,1
160,2019,3,10,AM,Undefined,Ararat,Sisavan,44.660088,39.944668,1.9128614e-05,1.0,9.0,,2,,6,,1
161,2019,3,10,AM,Undefined,Ararat,Vedi,44.791470000000004,39.992492999999996,1.0178546e-05,0.88,9.0,,2,,6,,1
162,2019,3,10,AM,Undefined,Ararat,Vostan,44.565628000000004,39.981705,2.5472309e-05,1.0,9.0,,2,,6,,1
163,2019,3,10,AM,Undefined,Ararat,Yeghegnavan,44.57189983333333,39.70924733333333,2.008448895e-05,1.0,9.0,0.0,2,0.0,6,0.0,6
164,2019,3,10,AM,Undefined,Ararat,Zangakatun,45.029157272727275,39.90281472727273,1.006833980909091e-05,0.8636363563636364,9.0,0.0,2,0.0,6,0.0,11
165,2019,3,10,AM,Undefined,Armavir,Aknashen,44.278209999999994,40.090744,4.4158714e-05,1.0,9.0,,2,,6,,1
166,2019,3,10,AM,Undefined,Armavir,Arak's,44.320527999999996,39.998782,3.2086828e-05,1.0,9.0,0.0,2,0.0,6,0.0,2
167,2019,3,10,AM,Undefined,Armavir,Arazap,44.139920000000004,40.039153999999996,3.7557526e-05,1.0,9.0,,2,,6,,1
