,year,month,week,cc_pays,cc_departement,cc_region,cc_ville,longitude,latitude,NO2,quality,hour_mean,hour_std,dayofweek_mean,dayofweek_std,day_mean,day_std,counter
15,2019,3,10,AG,Undefined,Barbuda,Codrington,-61.58818,17.511848,1.0313236e-05,1.0,16.0,,0,,4,,1
16,2019,3,10,AG,Undefined,Saint Mary,Bolands,-62.0137,16.914099,6.292468e-06,1.0,16.0,,0,,4,,1
17,2019,3,10,AG,Undefined,Saint Peter,Parham,-61.646986,17.160911333333335,7.220111366666666e-06,1.0,16.0,0.0,0,0.0,4,0.0,3
18,2019,3,10,AM,Undefined,Aragatsotn,Agarak,44.038387,40.452618,1.0952369e-05,0.88,10.0,,0,,4,,1
19,2019,3,10,AM,Undefined,Aragatsotn,Aghavnatun,44.226067,40.284943,2.8082940000000005e-05,0.88,10.0,,0,,4,,1
20,2019,3,10,AM,Undefined,Aragatsotn,Aragats,44.275265000000005,40.490835000000004,9.457988499999998e-06,0.88,10.0,0.0,0,0.0,4,0.0,2
21,2019,3,10,AM,Undefined,Aragatsotn,Byurakan,44.2397615,40.3861905,1.923236075e-05,0.88,10.0,0.0,0,0.0,4,0.0,2
22,2019,3,10,AM,Undefined,Aragatsotn,Kasakh,44.451809999999995,40.584354,9.92613e-06,0.88,10.0,,0,,4,,1
23,2019,3,10,AM,Undefined,Aragatsotn,Kosh,44.120632,40.333890000000004,1.9071149000000002e-05,0.88,10.0,,0,,4,,1
24,2019,3,10,AM,Undefined,Aragatsotn,Tsaghkahovit,44.214420000000004,40.613167,8.454278000000001e-06,0.88,10.0,,0,,4,,1
25,2019,3,10,AM,Undefined,Aragatsotn,Ushi,44.335903,40.368491999999996,2.7641652e-05,0.88,10.0,,0,,4,,1
26,2019,3,10,AM,Undefined,Ararat,Goravan,44.840967000000006,39.98531,1.54096495e-05,0.88,10.0,0.0,0,0.0,4,0.0,2
27,2019,3,10,AM,Undefined,Ararat,Zangakatun,45.031194,39.91238661538462,1.091232676923077e-05,0.8592307600000002,10.0,0.0,0,0.0,4,0.0,13
28,2019,3,10,AM,Undefined,Geghark'unik'i Marz,Akunk',45.772228000000005,40.049954222222226,7.778659877777778e-06,0.8599999911111111,10.0,0.0,0,0.0,4,0.0,9
29,2019,3,10,AM,Undefined,Geghark'unik'i Marz,Ddmashen,44.82728966666667,40.618675333333336,1.9514572833333332e-05,0.8499999866666667,10.0,0.0,0,0.0,4,0.0,3
30,2019,3,10,AM,Undefined,Geghark'unik'i Marz,Drakhtik,45.2015425,40.496883000000004,1.17101111e-05,1.0,10.0,0.0,0,0.0,4,0.0,2
31,2019,3,10,AM,Undefined,Geghark'unik'i Marz,Gagarin,44.844112,40.51167,1.7212464e-05,0.88,10.0,,0,,4,,1
32,2019,3,10,AM,Undefined,Geghark'unik'i Marz,Geghamavan,44.869834999999995,40.58108,2.2881548e-05,0.88,10.0,,0,,4,,1
33,2019,3,10,AM,Undefined,Geghark'unik'i Marz,Lchashen,44.93134166666666,40.48053433333333,1.609750066666667e-05,0.88,10.0,0.0,0,0.0,4,0.0,3
34,2019,3,10,AM,Undefined,Geghark'unik'i Marz,Madina,45.147686,39.964659999999995,8.053139e-06,0.78999996,10.0,,0,,4,,1
35,2019,3,10,AM,Undefined,Geghark'unik'i Marz,Mets Masrik,45.88126575,40.194516750000005,7.386847875e-06,0.88,10.0,0.0,0,0.0,4,0.0,4
36,2019,3,10,AM,Undefined,Geghark'unik'i Marz,Noratus,45.29523383333333,40.367864833333336,1.9095255499999998e-05,1.0,10.0,0.0,0,0.0,4,0.0,6
37,2019,3,10,AM,Undefined,Geghark'unik'i Marz,Sevan,44.97871,40.531124,1.2518769999999999e-05,0.88,10.0,,0,,4,,1
38,2019,3,10,AM,Undefined,Geghark'unik'i Marz,T'azagyugh,45.052684,40.049428500000005,8.5852205e-06,0.88,10.0,0.0,0,0.0,4,0.0,2
39,2019,3,10,AM,Undefined,Geghark'unik'i Marz,Tsovagyugh,44.9756326,40.6356178,1.57066628e-05,0.861999992,10.0,0.0,0,0.0,4,0.0,5
40,2019,3,10,AM,Undefined,Geghark'unik'i Marz,Tsovinar,45.4039255,40.295413499999995,1.4602552725e-05,1.0,10.0,0.0,0,0.0,4,0.0,4
41,2019,3,10,AM,Undefined,Geghark'unik'i Marz,Vaghashen,45.344402,40.25456,1.9842171000000002e-05,1.0,10.0,,0,,4,,1
42,2019,3,10,AM,Undefined,Geghark'unik'i Marz,Varser,44.91474,40.58757,1.7551295999999998e-05,0.88,10.0,,0,,4,,1
43,2019,3,10,AM,Undefined,Geghark'unik'i Marz,Zovaber,44.780409999999996,40.568024,3.1766172000000004e-05,0.88,10.0,,0,,4,,1
44,2019,3,10,AM,Undefined,Kotayk'i Marz,Aghavnadzor,44.716736,40.624355,9.8183455e-06,0.88,10.0,,0,,4,,1
45,2019,3,10,AM,Undefined,Kotayk'i Marz,Akunk',44.679809999999996,40.289963,4.1026044000000004e-05,0.88,10.0,,0,,4,,1
46,2019,3,10,AM,Undefined,Kotayk'i Marz,Argel,44.553608000000004,40.4024,2.2000347999999998e-05,0.88,10.0,,0,,4,,1
47,2019,3,10,AM,Undefined,Kotayk'i Marz,Bjni,44.666416,40.48535,1.3400074e-05,0.88,10.0,,0,,4,,1
48,2019,3,10,AM,Undefined,Kotayk'i Marz,Dzoraghbyur,44.653246333333335,40.176218999999996,6.575269333333334e-05,0.88,10.0,0.0,0,0.0,4,0.0,3
49,2019,3,10,AM,Undefined,Kotayk'i Marz,Garrni,44.72617525,40.09956175,2.411568925e-05,0.88,10.0,0.0,0,0.0,4,0.0,4
50,2019,3,10,AM,Undefined,Kotayk'i Marz,Goght',44.88865307692308,40.10366623076924,1.1334428576923076e-05,0.8800000000000002,10.0,0.0,0,0.0,4,0.0,13
51,2019,3,10,AM,Undefined,Kotayk'i Marz,Kamaris,44.698902000000004,40.227047,6.434319999999999e-05,0.88,10.0,,0,,4,,1
52,2019,3,10,AM,Undefined,Kotayk'i Marz,Kaputan,44.704719000000004,40.359496,2.6707850666666665e-05,0.88,10.0,0.0,0,0.0,4,0.0,3
53,2019,3,10,AM,Undefined,Kotayk'i Marz,Lerrnanist,44.8388446,40.4057352,1.7105213e-05,0.8800000000000001,10.0,0.0,0,0.0,4,0.0,5
54,2019,3,10,AM,Undefined,Kotayk'i Marz,Meghradzor,44.6231835,40.62686425,8.54380075e-06,0.88,10.0,0.0,0,0.0,4,0.0,4
55,2019,3,10,AM,Undefined,Kotayk'i Marz,Zarr,44.82167675,40.278327,1.782031725e-05,0.88,10.0,0.0,0,0.0,4,0.0,4
56,2019,3,10,AM,Undefined,Kotayk'i Marz,Zoravan,44.509857000000004,40.39567,2.1195839999999997e-05,0.88,10.0,,0,,4,,1
57,2019,3,10,AM,Undefined,Lorri,Alaverdi,44.66026383333334,41.14180833333333,2.716268791666667e-05,1.0,10.0,0.0,0,0.0,4,0.0,6
58,2019,3,10,AM,Undefined,Lorri,Arevashogh,44.26668,40.885216,6.6475973e-06,0.88,10.0,,0,,4,,1
59,2019,3,10,AM,Undefined,Lorri,Bazum,44.398598,40.905552,1.1226322e-05,0.88,10.0,,0,,4,,1
60,2019,3,10,AM,Undefined,Lorri,Chochkan,44.834175,41.166725,4.4419772e-05,1.0,10.0,,0,,4,,1
61,2019,3,10,AM,Undefined,Lorri,Dsegh,44.674033,40.96862166666667,2.4445070333333332e-05,1.0,10.0,0.0,0,0.0,4,0.0,3
62,2019,3,10,AM,Undefined,Lorri,Fioletovo,44.748721999999994,40.826225,1.3551126e-05,0.88,10.0,,0,,4,,1
63,2019,3,10,AM,Undefined,Lorri,Gogaran,44.12528433333333,40.994934666666666,1.13688645e-05,0.88,10.0,0.0,0,0.0,4,0.0,3
64,2019,3,10,AM,Undefined,Lorri,Gyulagarak,44.467693,40.981834,2.6611440000000004e-05,1.0,10.0,,0,,4,,1
65,2019,3,10,AM,Undefined,Lorri,Lerrnapat,44.437529999999995,40.779785,1.7471406e-05,0.88,10.0,,0,,4,,1
66,2019,3,10,AM,Undefined,Lorri,Lorut,44.81433485714285,40.920105285714286,1.6026508571428574e-05,0.88,10.0,0.0,0,0.0,4,0.0,7
67,2019,3,10,AM,Undefined,Lorri,Margahovit,44.663575333333334,40.747976666666666,1.2938151333333333e-05,0.88,10.0,0.0,0,0.0,4,0.0,3
68,2019,3,10,AM,Undefined,Lorri,Metsavan,44.113643,41.190901749999995,1.0082610325e-05,0.91,10.0,0.0,0,0.0,4,0.0,4
69,2019,3,10,AM,Undefined,Lorri,Norashen,44.37596827272727,41.23723618181818,2.1985563090909092e-05,0.9890909090909091,10.0,0.0,0,0.0,4,0.0,11
70,2019,3,10,AM,Undefined,Lorri,Odzun,44.588501,41.0820365,3.00928065e-05,1.0,10.0,0.0,0,0.0,4,0.0,4
71,2019,3,10,AM,Undefined,Lorri,Shahumyan,44.54517,40.730259999999994,1.5290827e-05,0.88,10.0,,0,,4,,1
72,2019,3,10,AM,Undefined,Lorri,Shnogh,44.83049,41.100584,2.8352608e-05,1.0,10.0,0.0,0,0.0,4,0.0,2
73,2019,3,10,AM,Undefined,Lorri,Tashir,44.245476333333336,41.10152266666667,1.38887445e-05,0.96,10.0,0.0,0,0.0,4,0.0,3
74,2019,3,10,AM,Undefined,Lorri,Urrut,44.394137,41.069469999999995,1.3028816500000002e-05,1.0,10.0,0.0,0,0.0,4,0.0,2
75,2019,3,10,AM,Undefined,Lorri,Vahagni,44.5983665,40.935584000000006,2.71024375e-05,1.0,10.0,0.0,0,0.0,4,0.0,2
76,2019,3,10,AM,Undefined,Lorri,Vardablur,44.512153999999995,40.988506,2.6524489e-05,1.0,10.0,,0,,4,,1
77,2019,3,10,AM,Undefined,Lorri,Verin Akhtala,44.739365400000004,41.1663528,2.97224422e-05,1.0,10.0,0.0,0,0.0,4,0.0,5
78,2019,3,10,AM,Undefined,Shirak,Amasia,43.969425,41.10216,6.700119200000001e-06,0.78999996,10.0,,0,,4,,1
79,2019,3,10,AM,Undefined,Shirak,Dzit'hank'ov,43.80657,40.546397999999996,9.498345500000001e-06,0.78999996,10.0,0.0,0,0.0,4,0.0,2
80,2019,3,10,AM,Undefined,Shirak,Maralik,43.870464,40.557117,1.8431194e-05,0.78999996,10.0,,0,,4,,1
81,2019,3,10,AM,Undefined,Syunik'i Marz,Angeghakot',46.06500283333333,39.706548166666664,7.083522833333333e-06,0.8199999733333333,10.0,0.0,0,0.0,4,0.0,6
82,2019,3,10,AM,Undefined,Syunik'i Marz,Brrnakot',46.0323534,39.534915,8.83641686e-06,0.78999996,10.0,0.0,0,0.0,4,0.0,5
83,2019,3,10,AM,Undefined,Syunik'i Marz,Brun,46.22351585714285,39.65021171428571,8.816026514285713e-06,0.8414285542857145,10.0,0.0,0,0.0,4,0.0,14
84,2019,3,10,AM,Undefined,Syunik'i Marz,Dzorastan,46.24466691666667,39.256147416666664,1.2255673308333333e-05,0.8574999900000001,10.0,0.0,0,0.0,4,0.0,12
85,2019,3,10,AM,Undefined,Syunik'i Marz,Goris,46.375,39.538383,1.0883368e-05,0.78999996,10.0,,0,,4,,1
86,2019,3,10,AM,Undefined,Syunik'i Marz,Hats'avan,45.967910695652165,39.34820700000001,7.937872030434784e-06,0.8134782313043476,10.0,0.0,0,0.0,4,0.0,23
87,2019,3,10,AM,Undefined,Syunik'i Marz,Kapan,46.367938125,39.097688875,1.02177528125e-05,0.868749995,10.0,0.0,0,0.0,4,0.0,8
88,2019,3,10,AM,Undefined,Syunik'i Marz,Khndzoresk,46.4451095,39.465382749999996,1.02616712e-05,0.83499998,10.0,0.0,0,0.0,4,0.0,4
89,2019,3,10,AM,Undefined,Syunik'i Marz,Meghri,46.28111554166666,38.885674291666675,1.3225893279166668e-05,0.88,10.0,0.0,0,0.0,4,0.0,24
90,2019,3,10,AM,Undefined,Syunik'i Marz,Shaghat,45.80396366666667,39.57491483333334,9.03657275e-06,0.78999996,10.0,0.0,0,0.0,4,0.0,6
91,2019,3,10,AM,Undefined,Syunik'i Marz,Shinuhayr,46.255704230769226,39.40842892307693,9.388512692307691e-06,0.8592307600000001,10.0,0.0,0,0.0,4,0.0,13
92,2019,3,10,AM,Undefined,Syunik'i Marz,Tegh,46.432232,39.632,8.828675866666665e-06,0.8499999866666667,10.0,0.0,0,0.0,4,0.0,3
93,2019,3,10,AM,Undefined,Syunik'i Marz,Verishen,46.329458200000005,39.702199199999995,1.170768958e-05,0.8439999840000001,10.0,0.0,0,0.0,4,0.0,5
94,2019,3,10,AM,Undefined,Tavush,Archis,44.9058188,41.1505498,3.299406080000001e-05,1.0,10.0,0.0,0,0.0,4,0.0,5
95,2019,3,10,AM,Undefined,Tavush,Artsvaberd,45.4768282,40.8217912,3.23782304e-05,1.0,10.0,0.0,0,0.0,4,0.0,5
96,2019,3,10,AM,Undefined,Tavush,Aygehovit,45.26935575,40.99715775,3.51563505e-05,1.0,10.0,0.0,0,0.0,4,0.0,4
97,2019,3,10,AM,Undefined,Tavush,Azatamut,45.213345000000004,41.022403999999995,4.7060395e-05,1.0,10.0,,0,,4,,1
98,2019,3,10,AM,Undefined,Tavush,Bagratashen,44.82845016666666,41.264289166666664,3.75976415e-05,1.0,10.0,0.0,0,0.0,4,0.0,6
99,2019,3,10,AM,Undefined,Tavush,Berd,45.390812,40.915154,3.3509947000000004e-05,1.0,10.0,,0,,4,,1
100,2019,3,10,AM,Undefined,Tavush,Berdavan,45.0248969,41.2652781,2.6718616499999997e-05,1.0,10.0,0.0,0,0.0,4,0.0,10
101,2019,3,10,AM,Undefined,Tavush,Dilijan,44.86099049999999,40.765837166666664,1.6980879266666668e-05,0.8499999866666667,10.0,0.0,0,0.0,4,0.0,6
102,2019,3,10,AM,Undefined,Tavush,Getahovit,45.112083,40.87768,2.2906914e-05,1.0,10.0,,0,,4,,1
103,2019,3,10,AM,Undefined,Tavush,Haghartsin,45.00298766666666,40.782366555555555,1.551399767777778e-05,0.88,10.0,0.0,0,0.0,4,0.0,9
104,2019,3,10,AM,Undefined,Tavush,Ijevan,45.121561,40.846185500000004,3.58981545e-05,1.0,10.0,0.0,0,0.0,4,0.0,2
105,2019,3,10,AM,Undefined,Tavush,Khasht'arrak,45.1625235,40.9500505,2.4945546e-05,1.0,10.0,0.0,0,0.0,4,0.0,2
106,2019,3,10,AM,Undefined,Tavush,Mosesgegh,45.49776283333333,40.939935166666665,2.7657899e-05,1.0,10.0,0.0,0,0.0,4,0.0,6
107,2019,3,10,AM,Undefined,Tavush,Navur,45.32061,40.9058705,2.8175489e-05,1.0,10.0,0.0,0,0.0,4,0.0,2
108,2019,3,10,AM,Undefined,Tavush,Noyemberyan,44.971703000000005,41.18594,5.3699365e-05,1.0,10.0,,0,,4,,1
109,2019,3,10,AM,Undefined,Tavush,Sarigyugh,45.14431333333333,41.05665333333333,3.037227755555556e-05,1.0,10.0,0.0,0,0.0,4,0.0,9
110,2019,3,10,AM,Undefined,Tavush,Voskevan,45.074148111111114,41.112566111111114,2.3686013555555553e-05,1.0,10.0,0.0,0,0.0,4,0.0,9
111,2019,3,10,AM,Undefined,Undefined,Dzoragyugh,45.002213,40.140602,9.268483e-06,0.88,10.0,,0,,4,,1
112,2019,3,10,AM,Undefined,Undefined,Lchap',45.133205,40.487373,9.708855e-06,1.0,10.0,,0,,4,,1
113,2019,3,10,AM,Undefined,Undefined,Parravak'ar,45.372334,40.978068,2.952122866666667e-05,1.0,10.0,0.0,0,0.0,4,0.0,3
114,2019,3,10,AM,Undefined,Vayots' Dzori Marz,Agarakadzor,45.3284874,39.636220200000004,1.09099134e-05,0.8800000000000001,10.0,0.0,0,0.0,4,0.0,5
115,2019,3,10,AM,Undefined,Vayots' Dzori Marz,Aghavnadzor,45.20656340000001,39.828752,8.6668582e-06,0.8079999680000001,10.0,0.0,0,0.0,4,0.0,5
116,2019,3,10,AM,Undefined,Vayots' Dzori Marz,Areni,45.194107,39.682550000000006,1.34946948e-05,0.8800000000000001,10.0,0.0,0,0.0,4,0.0,5
117,2019,3,10,AM,Undefined,Vayots' Dzori Marz,Getap',45.290457,39.74450866666667,1.0148481666666667e-05,0.88,10.0,0.0,0,0.0,4,0.0,3
118,2019,3,10,AM,Undefined,Vayots' Dzori Marz,Jermuk,45.736961199999996,39.87102886666666,6.854492973333334e-06,0.7899999599999998,10.0,0.0,0,0.0,4,0.0,15
119,2019,3,10,AM,Undefined,Vayots' Dzori Marz,Malishka,45.44657,39.744602,1.0373542999999999e-05,0.88,10.0,,0,,4,,1
120,2019,3,10,AM,Undefined,Vayots' Dzori Marz,Rrind,45.1369235,39.76618,8.0593125e-06,0.78999996,10.0,0.0,0,0.0,4,0.0,2
121,2019,3,10,AM,Undefined,Vayots' Dzori Marz,Shatin,45.274445,39.85156,9.810036e-06,0.78999996,10.0,,0,,4,,1
122,2019,3,10,AM,Undefined,Vayots' Dzori Marz,Vayk',45.47047800000001,39.6954572,1.15017028e-05,0.825999976,10.0,0.0,0,0.0,4,0.0,5
123,2019,3,10,AM,Undefined,Vayots' Dzori Marz,Vernashen,45.428158,39.807575,6.668430000000001e-06,0.88,10.0,,0,,4,,1
124,2019,3,10,AM,Undefined,Vayots' Dzori Marz,Zarrit'ap',45.550145642857146,39.609111142857145,1.2669227464285714e-05,0.8478571285714287,10.0,0.0,0,0.0,4,0.0,14
125,2019,3,10,AO,Malanje Municipality,Malanje,Malanje,16.187883714285714,-9.467467714285714,3.223750174285714e-06,1.0,13.0,0.0,0,0.0,4,0.0,7
126,2019,3,10,AO,Municipio Londuimbali,Huambo,Chela,15.424721083333333,-12.198718499999998,1.0019488225000001e-05,1.0,13.0,0.0,0,0.0,4,0.0,12
127,2019,3,10,AO,Undefined,Bengo,Caxito,13.61175511111111,-8.566784037037039,1.9593858703703708e-05,1.0,13.0,0.0,0,0.0,4,0.0,27
128,2019,3,10,AO,Undefined,Benguela,Benguela,13.334816195652168,-12.577357956521737,1.1031029260869567e-05,1.0,13.0,0.0,0,0.0,4,0.0,23
129,2019,3,10,AO,Undefined,Benguela,Catumbela,13.477173999999998,-12.46789075,8.43112835e-06,1.0,13.0,0.0,0,0.0,4,0.0,4
130,2019,3,10,AO,Undefined,Benguela,Lobito,13.39104592857143,-12.300865357142857,7.434960285714286e-06,1.0,13.0,0.0,0,0.0,4,0.0,7
131,2019,3,10,AO,Undefined,Bie,Camacupa,17.46468306666667,-11.968688833333335,8.281691599999999e-06,1.0,13.0,0.0,0,0.0,4,0.0,15
132,2019,3,10,AO,Undefined,Bie,Catabola,17.192377,-12.115059588235296,9.780488599999999e-06,1.0,13.0,0.0,0,0.0,4,0.0,17
133,2019,3,10,AO,Undefined,Bie,Chissamba,17.402161687499998,-12.281651656249998,7.248804968750001e-06,1.0,13.0,0.0,0,0.0,4,0.0,16
134,2019,3,10,AO,Undefined,Bie,Cuito,16.97915911111111,-12.472241499999999,5.108796637074075e-06,1.0,13.0,0.0,0,0.0,4,0.0,27
135,2019,3,10,AO,Undefined,Cuando Cubango,Menongue,17.696750157894733,-14.792717,6.2876359831578975e-06,1.0,13.0,0.0,0,0.0,4,0.0,19
136,2019,3,10,AO,Undefined,Cuanza Norte,N'dalatando,14.812129125,-9.416627499999999,5.171620625e-06,1.0,13.0,0.0,0,0.0,4,0.0,8
137,2019,3,10,AO,Undefined,Cuanza Sul,Quibala,15.014426357142858,-10.71893207142857,6.58711162142857e-06,1.0,13.0,0.0,0,0.0,4,0.0,14
138,2019,3,10,AO,Undefined,Cuanza Sul,Sumbe,13.818487044117646,-11.200619073529412,9.99519085882353e-06,1.0,13.0,0.0,0,0.0,4,0.0,34
139,2019,3,10,AO,Undefined,Cuanza Sul,Uacu Cungo,15.092515500000001,-11.37968315217391,4.565648673043479e-06,1.0,13.0,0.0,0,0.0,4,0.0,23
140,2019,3,10,AO,Undefined,Cunene,Ondjiva,15.726055156249993,-17.044800124999995,1.5959893921875e-05,1.0,13.0,0.0,0,0.0,4,0.0,32
141,2019,3,10,AO,Undefined,Huambo,Caala,15.643901000000001,-13.054957,-1.8539383999999997e-07,1.0,13.0,,0,,4,,1
142,2019,3,10,AO,Undefined,Huambo,Chinjenje,14.984497000000001,-12.790855250000002,5.372746905e-06,1.0,13.0,0.0,0,0.0,4,0.0,8
143,2019,3,10,AO,Undefined,Huambo,Huambo,15.776516,-12.749435124999998,5.0207446250000005e-06,1.0,13.0,0.0,0,0.0,4,0.0,4
144,2019,3,10,AO,Undefined,Huambo,Longonjo,15.2071776,-13.019124600000001,7.9402013e-06,1.0,13.0,0.0,0,0.0,4,0.0,5
145,2019,3,10,AO,Undefined,Huila,Caconda,15.0832684,-13.7683606,8.058412230000001e-06,1.0,13.0,0.0,0,0.0,4,0.0,10
146,2019,3,10,AO,Undefined,Huila,Caluquembe,14.655532678571427,-13.828945928571427,1.1053939210714287e-05,1.0,13.0,0.0,0,0.0,4,0.0,28
147,2019,3,10,AO,Undefined,Huila,Lubango,13.54803934,-14.8987801,1.2726124380000002e-05,1.0,13.0,0.0,0,0.0,4,0.0,25
148,2019,3,10,AO,Undefined,Luanda,Luanda,13.229269513513515,-8.831499216216214,2.3038675594594593e-05,1.0,13.0,0.0,0,0.0,4,0.0,37
149,2019,3,10,AO,Undefined,Namibe,Namibe,12.154151842592592,-15.206130527777779,1.3928094518518513e-05,1.0,13.0,0.0,0,0.0,4,0.0,54
150,2019,3,10,AO,Undefined,Zaire,Nzeto,12.937366,-7.458291,4.5099337000000005e-06,1.0,13.0,,0,,4,,1
151,2019,3,10,AR,Departamento de Apostoles,Misiones,Apostoles,-55.77292125000001,-27.919913999999995,8.1650507125e-06,1.0,16.0,0.0,0,0.0,4,0.0,8
152,2019,3,10,AR,Departamento de Apostoles,Misiones,San Jose,-55.734119333333346,-27.75471383333333,6.855092416666667e-06,1.0,16.0,0.0,0,0.0,4,0.0,6
153,2019,3,10,AR,Departamento de Candelaria,Misiones,Candelaria,-55.728424999999994,-27.40984625,1.34550545e-05,1.0,16.0,0.0,0,0.0,4,0.0,4
154,2019,3,10,AR,Departamento de Candelaria,Misiones,Loreto,-55.5390635,-27.3295165,9.8983242e-06,1.0,16.0,0.0,0,0.0,4,0.0,2
155,2019,3,10,AR,Departamento de Capital,Misiones,Posadas,-55.97773225000001,-27.4405425,2.2894698125e-05,1.0,16.0,0.0,0,0.0,4,0.0,4
156,2019,3,10,AR,Departamento de Eldorado,Misiones,Eldorado,-54.521797,-26.579168,2.1666363000000002e-05,1.0,16.0,,0,,4,,1
157,2019,3,10,AR,Departamento de Iguazu,Misiones,Puerto Iguazu,-54.498839999999994,-25.648666400000003,1.5005175939999997e-05,1.0,16.0,0.0,0,0.0,4,0.0,5
158,2019,3,10,AR,Departamento de Leandro N. Alem,Misiones,Leandro N. Alem,-55.323128000000004,-27.629494,8.157501e-06,1.0,16.0,,0,,4,,1
159,2019,3,10,AR,Departamento de Montecarlo,Misiones,Montecarlo,-54.753589500000004,-26.5430765,2.35458925e-05,1.0,16.0,0.0,0,0.0,4,0.0,2
160,2019,3,10,AR,Departamento de Obera,Misiones,Obera,-55.088135,-27.504908,9.011904e-06,1.0,16.0,,0,,4,,1
161,2019,3,10,AR,Departamento de San Ignacio,Misiones,San Ignacio,-55.571163999999996,-27.228020400000002,1.67090316e-05,1.0,16.0,0.0,0,0.0,4,0.0,5
162,2019,3,10,AR,Departamento de San Javier,Misiones,San Javier,-55.1406352,-27.9575871,2.168120205e-05,1.0,16.0,0.0,0,0.0,4,0.0,10
163,2019,3,10,AR,Departamento de San Pedro,Misiones,San Pedro,-53.83015,-26.720515999999996,2.225351e-05,1.0,16.0,,0,,4,,1
164,2019,3,10,AR,Undefined,Chubut,Alto Rio Senguer,-70.82075070833332,-44.97259733333333,-9.528482504166664e-07,1.0,19.0,0.0,0,0.0,4,0.0,24
165,2019,3,10,AR,Undefined,Chubut,Gobernador Costa,-70.67760000000001,-44.251131400000006,-5.47851856e-06,1.0,19.0,0.0,0,0.0,4,0.0,5
166,2019,3,10,AR,Undefined,Chubut,Jose de San Martin,-70.38434372727271,-44.15232936363637,-5.841009845454545e-07,1.0,19.0,0.0,0,0.0,4,0.0,11
167,2019,3,10,AR,Undefined,Chubut,Leleque,-70.96817,-42.276652,-2.1567354499999997e-06,1.0,19.0,0.0,0,0.0,4,0.0,2
168,2019,3,10,AR,Undefined,Chubut,Rada Tilly,-67.882047,-45.987385,9.771463e-06,1.0,19.0,0.0,0,0.0,4,0.0,2
169,2019,3,10,AR,Undefined,Chubut,Rio Mayo,-70.23553132499998,-45.72222962499999,-1.7018081887500005e-06,1.0,19.0,0.0,0,0.0,4,0.0,40
170,2019,3,10,AR,Undefined,Chubut,Rio Pico,-71.0832075,-44.254845,-5.5450624999999996e-06,1.0,19.0,0.0,0,0.0,4,0.0,2
171,2019,3,10,AR,Undefined,Chubut,Sarmiento,-69.24187933333334,-45.67882661111111,-6.810335183333331e-07,1.0,19.0,0.0,0,0.0,4,0.0,18
